,track_id,artist_names,track_name_ed,lyrics
649,5zwwW9Oq7ubSxoCGyW1nbY,BLACKPINK,Pink Venom,"TranslationsУкраїнськаTürkçeไทย / Phasa ThaiEspañolРусскийPortuguês日本語Italianoहिन्दीFrançaisEnglishHrvatskiRomanizationNederlands中文СрпскиМакедонскиPink Venom Lyrics

BLACKPINK, BLACKPINK
BLACKPINK, BLACKPINK

Kick in the door, waving the coco
팝콘 이나 챙겨 껴들 생각 말고
I talk that talk, runways I walk, walk
눈 감고 pop, pop 안 봐도 척
One by one, then two by two
내 손끝 툭 하나에 다 무너지는 중
가짜 쇼 치곤 화려했지
Makes no sense, you couldn't get a dollar outta me
자 오늘 밤이야
난 독을 품은 꽃
네 혼을 빼앗은 다음
Look what you made us do
천천히 널 잠재울 fire (Fire)
잔인할 만큼 아름다워
I bring the pain like

This that pink venom, this that pink venom
This that pink venom, get 'em, get 'em, get 'em
Straight to ya dome like woah, woah, woah
Straight to ya dome like ah, ah, ah
Taste that pink venom, taste that pink venom
Taste that pink venom, get 'em, get 'em, get 'em
Straight to ya dome like woah, woah, woah
Straight to ya domе like ah, ah, ah

Black paint and ammo, got bodies like Rambo
Rеst in peace, please light up a candle, this the life of a vandal
Masked up and I'm still in CELINE
Designer crimes or it wouldn't be me (Ooh)
Diamonds shinin', drive in silence, I don't mind it, I'm riding
Flying private side by side with the pilot up in the sky
And I'm wildin', stylin' on them and there's no chance
'Cause we got bodies on bodies like this a slow dance
You might also like
자 오늘 밤이야
난 독을 품은 꽃
네 혼을 빼앗은 다음
Look what you made us do
천천히 널 잠재울 fire (Fire)
잔인할 만큼 아름다워
I bring the pain like

This that pink venom, this that pink venom
This that pink venom, get 'em, get 'em, get 'em
Straight to ya dome like woah, woah, woah
Straight to ya dome like ah, ah, ah
Taste that pink venom, taste that pink venom
Taste that pink venom, get 'em, get 'em, get 'em
Straight to ya dome like woah, woah, woah
Straight to ya dome like ah, ah, ah

원한다면 provoke us
감당 못해 and you know this
이미 퍼져버린 shot that potion
네 눈앞은 핑크빛 ocean
Come and give me all the smoke
도 아니면 모 like I'm so rock and roll
Come and give me all the smoke
다 줄 세워 봐 자 stop, drop
I bring the pain like
Brra-ta-ta-ta, trra-ta-ta-ta
Brra-ta-ta-ta, trra-ta-ta-ta
Brra-ta-ta-ta, trra-ta-ta-ta
Straight to ya, straight to ya, straight to ya dome like
Brra-ta-ta-ta, trra-ta-ta-ta (BLACKPINK)
Brra-ta-ta-ta, trra-ta-ta-ta (BLACKPINK)
Brra-ta-ta-ta, trra-ta-ta-ta (BLACKPINK)
I bring the pain like69Embed"
650,3vfwUrq22haMmIJyyyI7Hq,YourMOOD,ลาก่อน,None
651,2RJ7Q3gHb6cOeNBioSARni,Safeplanet,ข้างกาย,None
652,4CHnBhfsGuReet1IMOrueC,Billkin,Mr. Everything,"Mr. Everything Lyrics

รู้ไหมว่าฉันนั้นชอบเธอขนาดไหน
ไม่ถึงกับเสี้ยวนึงที่เธอคิดเอาไว้
รู้ไหมเวลาฉันใกล้เธอทีไร
เเทบหยุดหายใจทุกที

ไม่รู้เธอจะรู้ไหมว่ามีใครสักคนเขารอ
ที่จะดูเเลเธอทุกอย่าง
เเละคนนั้นก็คือฉัน นี่ไงไม่ใช่ใครไหนไกล
ฉันรอมานานเเล้ว
อยากดูแลแบบที่คนรักเขาทำ มันจะพอเป็นไปได้ไหมเธอ
แบบที่คนรักเขาทำ ฉันจะทำให้เธอทุกเรื่องเลย
ให้ฉันเป็นคนแรกและคนสุดท้ายที่เธอนึกถึงจะได้ไหม
ฉันขอเป็น Mr. everything ให้เธอ

Mr. everything, Mr. everything
Mr. everything, Mr. everything
Mr. everything, Mr. everything

จะเช้าจะสาย บ่ายหรือเย็น หรือตอนไหน
เธอมีอะไรเรียกฉันเลยจะไปหา (จะรีบไปหาเลย)
ฉันพร้อมจะ standby ให้ทุกเวลา
เมื่อไหร่ที่เธอนั้นมีปัญหา

ไม่รู้เธอจะรู้ไหมว่ามีใครสักคนเขารอ
ที่จะดูเเลเธอทุกอย่าง
เเละคนนั้นก็คือฉันนี่ไงไม่ใช่ใครไหนไกล
ฉันรอมานานเเล้ว

อยากดูแลแบบที่คนรักเขาทำ มันจะพอเป็นไปได้ไหมเธอ
แบบที่คนรักเขาทำ ฉันจะทำให้เธอทุกเรื่องเลย
ให้ฉันเป็นคนแรกและคนสุดท้ายที่เธอนึกถึงจะได้ไหม
ฉันขอเป็น Mr. everything ให้เธอ
You might also like

อยากดูแลแบบที่คนรักเขาทำ มันจะพอเป็นไปได้ไหมเธอ
แบบที่คนรักเขาทำ ฉันจะทำให้เธอทุกเรื่องเลย
ให้ฉันเป็นคนแรกและคนสุดท้ายที่เธอนึกถึงจะได้ไหม
ฉันขอเป็น Mr. everything ให้เธอ

Mr. everything, Mr. everything (Mr. everything)
Mr. everything, Mr. everything (Ooh, ooh)
Mr. everything, Mr. everything (Ooh-ooh, ooh-ooh)Embed"
653,3vdZ30MzgeTe5PiJXEmqjr,"Three Man Down, feat. ออม TELExTELEXs",ข้างกัน,None
654,5n3UhHQI7SHKkhI69u69Yq,Indigo,เส้นบางๆ,None
655,7p0ODIG60DRkcTiVlJPgck,"Semicenk, Reynmen",Yana Yana,"Yana Yana Lyrics

Yana yana sevdik bazen çok kez unutulup
Gidenin ardından hep kahrolan bi’ kul
Varsa sözüme güven, beni anla n'olur
Bozuksa ruhun zaten bana yazık olur
Yana yana sevdik bazen çok kez unutulup
Gidenin ardından hep kahrolan bi’ kul
Varsa sözüme güven, beni anla n'olur
Bozuksa ruhun zaten bana yazık olur, yazık olur
Bir gün gelecek her yüzü göreceksin
Tattığın her sözün ve her günün boşa geçti, öğreneceksin
Yine aynı yerde kalıp, gidersen yarım kalır
Düştüğü yerden kalkıp yeniden yazılan kaderine güleceksin, ooh
Zaman hiç vermedi aman
Geçiyor tüm teselliler yalan
Ben büyütmek istesem de onlar küçük kalmak ister gözümde
İmdat (Bi' ihtimal daha)
Gel beni kurtar (Benden bu kadar)
Zor olsa da şartlar
Sabrım gerilir patlar bir anda

Yana yana sevdik bazen çok kez unutulup
Gidenin ardından hep kahrolan bi’ kul
Varsa sözüme güven, beni anla n'olur
Bozuksa ruhun zaten bana yazık olur
Yana yana sevdik bazen çok kez unutulup
Gidenin ardından hep kahrolan bi’ kul
Varsa sözüme güven, beni anla n'olur
Bozuksa ruhun zaten bana yazık olur, yazık olurYou might also likeEmbed"
656,4OH5Cd8ZOI1eSgJSC9PYmU,"Mert Demir, Mabel Matiz",Antidepresan,"TranslationsEnglishAntidepresan Lyrics

Bazen geceleri oturup ağlıyorum
Yorganın içine girip karalar bağlıyorum

En yakın dostum şişelerin dibi
Onun da bi' sonu var, tıpkı senin gibi
Bitmesin istedim, uğraştım deli gibi
Hâlâ son bi' sözüm var, dinlersin beni, di' mi?
Gitme bur'dan
Sen olmadan ben asla yaşayamam
Kesmiyo' ne ilaç ne antidepresan
Çözemedim valla', çok enteresan
Yalvarıyorum, gitme bur'dan
Sen olmadan ben asla yaşayamam
Kesmiyo' ne ilaç ne antidepresan
Çözemedim valla', çok enteresan
Kafayı yiyorum

Her türlü yaşanır
Bensiz de, iyi biliyo'sun
Biraz ağla, gеçer
Biraz da tutmalı yosun

En yakın dostum şişelerin dibi
Onun da bi' sonu var, tıpkı sеnin gibi
Bitmesin istedim, uğraştım deli gibi
Hâlâ son bi' sözüm var, dinlersin beni, di' mi?

Gitme bur'dan
Sen olmadan ben asla yaşayamam
Kesmiyo' ne ilaç ne antidepresan
Çözemedim valla', çok enteresan
Yalvarıyorum, gitme bur'dan
Sen olmadan ben asla yaşayamam
Kesmiyo' ne ilaç ne antidepresan
Çözemedim valla', çok enteresan
Kafayı yiyorumYou might also likeEmbed"
657,3WCrBnWabeuTk2wr6UwaYV,BLOK3,AFFETMEM,"AFFETMEM Lyrics

Ey, Hako
(A-A-Alo, Waxy?)
Hadi gel otur ve izle (Ya)
Duygularımın ölüşünü seyredelim
Bebeğim, konuş benimle (Grr)
Bu kadar mı um'runda değilim?
Ah, baby, ah
Her şeyi mahvettin (Ey)
Bu kadar kolay olmamalı
Neyse ben de senden vazgeçtim
Hadi gel otur ve izle (Ya)
Duygularımın ölüşünü seyredelim (Ya)
Bebeğim, konuş benimle (Ey)
Bu kadar mı um'runda değilim?
Ah, baby, ah (Ya)
Her şeyi mahvettin (Ey)
Bu kadar kolay olmamalı
Neyse ben de senden vazgeçtim
Arayan bulur bi' şеkilde yolları (Ya)
Gitmek için yarattın sorunları
Ama yavrum, yalan söylemi'cе'm (Grr)
Çok istedim benim kızım olmanı
Zaman olmadan bunları çözemezsin
""Siktir et"" dersin ama edemezsin
İyi rol yaparsın ve inanırlar
Dönmek istersin ama dönemezsin

Eğer ben seni affetsem geceler seni affetmez
Gözyaşlarım affetmez, gururum seni affetmez
Sen gezip eğlenirken seni bekleyen o çocuk affetmez
Ben eriyip giderken buna şahit dostlarım affetmez

Eğer ben seni affetsem (Ya) geceler seni affetmez
Gözyaşlarım affetmez (Grr), gururum seni affetmez (Ey)
Sen gezip eğlenirken seni bekleyen o çocuk affetmez (Ya)
Ben eriyip giderken buna şahit dostlarım affetmez (Ey, ey)
You might also like
Dedim ""Keşke böyle yapmasaydı""
Duygularım yarım kalmasaydı (Keşke)
Aslında unutmak kolaydı (Ey)
Özlemek diye bi' şey hiç olmasaydı
Sen ve ben dönsek başa
Sordum ""Neden?"" diye
Hep en başa ama neden?
Ah, ah, ama neden?
Ah, ah, ama neden?
Sordum kendime ""Niye yaptı?"" diye
Katlanamıyorum ben sahteliğe
Ama sen de haklısın
Niye bağlanasın ki bi' serseriye?

Eğer ben seni affetsem geceler seni affetmez
Gözyaşlarım affetmez, gururum seni affetmez
Sen gezip eğlenirken seni bekleyen o çocuk affetmez
Ben eriyip giderken buna şahit dostlarım affetmez (Ya)

Eğer ben seni affetsem geceler seni affetmez (Grr)
Gözyaşlarım affetmez (Ey), gururum seni affetmez (Ey)
Sen gezip eğlenirken seni bekleyen o çocuk affetmez (Ya)
Ben eriyip giderken buna şahit dostlarım affetmez (Ey)
Ya, Hako
(A-A-Alo, Waxy?)Embed"
658,4o4kbDP7DMVFPwAf5D5bj9,Simge,Aşkın Olayım,"Aşkın Olayım Lyrics

İnsan yalnız doğar da
Yalnız ölmezmiş n'aber?
Bizden uzak olsun keder
Sormana hiç gerek yok
Yanmışım, tarifi zor
Söylerim günde bin kere

Yüzün gülünce güneş doğar ya
Gözlerimi kısarım, güller açar bir anda
İşte seninle bir ömür böyle
Güller, güneşler dolu ellerimizde
Söylenmedi hiç sana layık düşler benden önce
Tutsak yüreğim, biliyorsun, sende ince ince
Yangın yeri hep buralar sayende, yok şikâyet
Gel bi' sarayım, aşkın olayım

İnsan yalnız doğar da
Yalnız ölmezmiş n'aber?
Bizden uzak olsun keder
Sormana hiç gerek yok
Yanmışım, tarifi zor
Söylerim günde bin kere

Yüzün gülünce güneş doğar ya
Gözlerimi kısarım, güller açar bir anda
İşte seninle bir ömür böyle
Güller, güneşler dolu ellerimizde

Söylenmedi hiç sana layık düşler benden önce
Tutsak yüreğim, biliyorsun, sende ince ince
Yangın yeri hep buralar sayende, yok şikâyet
Gel bir sarayım, aşkın olayım
Söylenmedi hiç sana layık düşler benden önce
Tutsak yüreğim, biliyorsun, sende ince ince
Yangın yeri hep buralar sayende, yok şikâyet
Gel bir sarayım, aşkın olayımYou might also like2Embed"
